"id","accession","organism","geographic_location","source_type","isolation_notes","collection_year","isolation_source","host","public_accession","project_accession","project_name","collected_by","sequenced_by","strain","attribute_package","isolate_name_alias","ifsac_category","serotype2","host_disease","collection_date","source_type_full"
1078," SAMN02802083","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-257",NA,NA,NA,NA,"urinary tract infection","2012","human"
1079," SAMN02802082","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-256",NA,NA,NA,NA,"urinary tract infection","2012","human"
1080," SAMN02802081","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-255",NA,NA,NA,NA,"urinary tract infection","2012","human"
1081," SAMN02802080","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-254",NA,NA,NA,NA,"urinary tract infection","2012","human"
1082," SAMN02802079","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-253",NA,NA,NA,NA,"urinary tract infection","2012","human"
1083," SAMN02802077","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-251",NA,NA,NA,NA,"urinary tract infection","2012","human"
1084," SAMN02802076","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-250",NA,NA,NA,NA,"urinary tract infection","2012","human"
1085," SAMN02802075","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-25",NA,NA,NA,NA,"urinary tract infection","2011","human"
1086," SAMN02802074","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-249",NA,NA,NA,NA,"urinary tract infection","2011","human"
1087," SAMN02802073","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-248",NA,NA,NA,NA,"urinary tract infection","2011","human"
1088," SAMN02802072","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-247",NA,NA,NA,NA,"urinary tract infection","2011","human"
1089," SAMN02802071","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-246",NA,NA,NA,NA,"urinary tract infection","2011","human"
1090," SAMN02802069","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-244",NA,NA,NA,NA,"urinary tract infection","2011","human"
1091," SAMN02802068","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-243",NA,NA,NA,NA,"urinary tract infection","2011","human"
1092," SAMN02802066","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-241",NA,NA,NA,NA,"urinary tract infection","2011","human"
1093," SAMN02802064","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-24",NA,NA,NA,NA,"urinary tract infection","2011","human"
1094," SAMN02802063","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-239",NA,NA,NA,NA,"urinary tract infection","2011","human"
1095," SAMN02802062","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-238",NA,NA,NA,NA,"urinary tract infection","2011","human"
1096," SAMN02802061","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-237",NA,NA,NA,NA,"urinary tract infection","2011","human"
1097," SAMN02802060","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-236",NA,NA,NA,NA,"urinary tract infection","2011","human"
1098," SAMN02802059","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-235",NA,NA,NA,NA,"urinary tract infection","2011","human"
1099," SAMN02802057","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-233",NA,NA,NA,NA,"urinary tract infection","2011","human"
1100," SAMN02802056","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-232",NA,NA,NA,NA,"urinary tract infection","2011","human"
1101," SAMN02802055","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-231",NA,NA,NA,NA,"urinary tract infection","2011","human"
1102," SAMN02802054","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-230",NA,NA,NA,NA,"urinary tract infection","2011","human"
1103," SAMN02802053","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-23",NA,NA,NA,NA,"urinary tract infection","2011","human"
1104," SAMN02802052","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-229",NA,NA,NA,NA,"urinary tract infection","2011","human"
1105," SAMN02802051","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-228",NA,NA,NA,NA,"urinary tract infection","2011","human"
1106," SAMN02802050","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-227",NA,NA,NA,NA,"urinary tract infection","2011","human"
1107," SAMN02802049","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-226",NA,NA,NA,NA,"urinary tract infection","2011","human"
1108," SAMN02802048","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-225",NA,NA,NA,NA,"urinary tract infection","2011","human"
1109," SAMN02802047","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-224",NA,NA,NA,NA,"urinary tract infection","2011","human"
1110," SAMN02802046","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-223",NA,NA,NA,NA,"urinary tract infection","2011","human"
1111," SAMN02802044","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-221",NA,NA,NA,NA,"urinary tract infection","2011","human"
1112," SAMN02802043","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-220",NA,NA,NA,NA,"urinary tract infection","2011","human"
1113," SAMN02802042","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-22",NA,NA,NA,NA,"urinary tract infection","2011","human"
1114," SAMN02802041","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-219",NA,NA,NA,NA,"urinary tract infection","2011","human"
1115," SAMN02802040","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-218",NA,NA,NA,NA,"urinary tract infection","2011","human"
1116," SAMN02802039","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-217",NA,NA,NA,NA,"urinary tract infection","2011","human"
1117," SAMN02802037","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-215",NA,NA,NA,NA,"urinary tract infection","2011","human"
1118," SAMN02802036","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-214",NA,NA,NA,NA,"urinary tract infection","2011","human"
1119," SAMN02802035","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-213",NA,NA,NA,NA,"urinary tract infection","2011","human"
1120," SAMN02802034","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-212",NA,NA,NA,NA,"urinary tract infection","2011","human"
1121," SAMN02802033","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-211",NA,NA,NA,NA,"urinary tract infection","2011","human"
1122," SAMN02802030","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-209",NA,NA,NA,NA,"urinary tract infection","2011","human"
1123," SAMN02802029","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-208",NA,NA,NA,NA,"urinary tract infection","2011","human"
1124," SAMN02802028","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-207",NA,NA,NA,NA,"urinary tract infection","2011","human"
1125," SAMN02802027","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-206",NA,NA,NA,NA,"urinary tract infection","2011","human"
1126," SAMN02802026","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-205",NA,NA,NA,NA,"urinary tract infection","2011","human"
1127," SAMN02802025","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-204",NA,NA,NA,NA,"urinary tract infection","2011","human"
1128," SAMN02802024","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-203",NA,NA,NA,NA,"urinary tract infection","2011","human"
1129," SAMN02802023","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-202",NA,NA,NA,NA,"urinary tract infection","2011","human"
1130," SAMN02802022","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-201",NA,NA,NA,NA,"urinary tract infection","2011","human"
1131," SAMN02802021","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-200",NA,NA,NA,NA,"urinary tract infection","2011","human"
1132," SAMN02802020","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-20",NA,NA,NA,NA,"urinary tract infection","2011","human"
1133," SAMN02802019","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-2",NA,NA,NA,NA,"urinary tract infection","2011","human"
1134," SAMN02802017","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-198",NA,NA,NA,NA,"urinary tract infection","2011","human"
1135," SAMN02802016","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-197",NA,NA,NA,NA,"urinary tract infection","2011","human"
1136," SAMN02802015","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-196",NA,NA,NA,NA,"urinary tract infection","2011","human"
1137," SAMN02802014","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-195",NA,NA,NA,NA,"urinary tract infection","2011","human"
1138," SAMN02802013","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-194",NA,NA,NA,NA,"urinary tract infection","2011","human"
1139," SAMN02802012","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-193",NA,NA,NA,NA,"urinary tract infection","2011","human"
1140," SAMN02802007","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-189",NA,NA,NA,NA,"urinary tract infection","2011","human"
1141," SAMN02802006","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-188",NA,NA,NA,NA,"urinary tract infection","2011","human"
1142," SAMN02802005","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-187",NA,NA,NA,NA,"urinary tract infection","2011","human"
1143," SAMN02802004","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-186",NA,NA,NA,NA,"urinary tract infection","2011","human"
1144," SAMN02802003","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-185",NA,NA,NA,NA,"urinary tract infection","2011","human"
1145," SAMN02802002","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-184",NA,NA,NA,NA,"urinary tract infection","2011","human"
1146," SAMN02802000","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-182",NA,NA,NA,NA,"urinary tract infection","2011","human"
1147," SAMN02801999","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-181",NA,NA,NA,NA,"urinary tract infection","2011","human"
1148," SAMN02801998","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-180",NA,NA,NA,NA,"urinary tract infection","2011","human"
1149," SAMN02801996","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-179",NA,NA,NA,NA,"urinary tract infection","2011","human"
1150," SAMN02801995","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-178",NA,NA,NA,NA,"urinary tract infection","2011","human"
1151," SAMN02801994","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-177",NA,NA,NA,NA,"urinary tract infection","2011","human"
1152," SAMN02801993","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-176",NA,NA,NA,NA,"urinary tract infection","2011","human"
1153," SAMN02801992","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-175",NA,NA,NA,NA,"urinary tract infection","2011","human"
1154," SAMN02801990","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-173",NA,NA,NA,NA,"urinary tract infection","2011","human"
1155," SAMN02801989","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-172",NA,NA,NA,NA,"urinary tract infection","2011","human"
1156," SAMN02801988","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-171",NA,NA,NA,NA,"urinary tract infection","2011","human"
1157," SAMN02801987","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-170",NA,NA,NA,NA,"urinary tract infection","2011","human"
1158," SAMN02801986","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-17",NA,NA,NA,NA,"urinary tract infection","2011","human"
1159," SAMN02801985","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-169",NA,NA,NA,NA,"urinary tract infection","2011","human"
1160," SAMN02801982","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-166",NA,NA,NA,NA,"urinary tract infection","2011","human"
1161," SAMN02801978","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-162",NA,NA,NA,NA,"urinary tract infection","2011","human"
1162," SAMN02801977","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-161",NA,NA,NA,NA,"urinary tract infection","2011","human"
1163," SAMN02801974","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-159",NA,NA,NA,NA,"urinary tract infection","2011","human"
1164," SAMN02801973","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-158",NA,NA,NA,NA,"urinary tract infection","2011","human"
1165," SAMN02801972","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-157",NA,NA,NA,NA,"urinary tract infection","2011","human"
1166," SAMN02801971","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-156",NA,NA,NA,NA,"urinary tract infection","2011","human"
1167," SAMN02801970","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-155",NA,NA,NA,NA,"urinary tract infection","2011","human"
1168," SAMN02801969","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-154",NA,NA,NA,NA,"urinary tract infection","2011","human"
1169," SAMN02801968","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-153",NA,NA,NA,NA,"urinary tract infection","2011","human"
1170," SAMN02801966","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-151",NA,NA,NA,NA,"urinary tract infection","2011","human"
1171," SAMN02801965","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-150",NA,NA,NA,NA,"urinary tract infection","2011","human"
1172," SAMN02801964","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-15",NA,NA,NA,NA,"urinary tract infection","2011","human"
1173," SAMN02801963","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-149",NA,NA,NA,NA,"urinary tract infection","2011","human"
1174," SAMN02801962","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-148",NA,NA,NA,NA,"urinary tract infection","2011","human"
1175," SAMN02801961","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-147",NA,NA,NA,NA,"urinary tract infection","2011","human"
1176," SAMN02801960","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-146",NA,NA,NA,NA,"urinary tract infection","2011","human"
1177," SAMN02801959","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-145",NA,NA,NA,NA,"urinary tract infection","2011","human"
1178," SAMN02801958","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-144",NA,NA,NA,NA,"urinary tract infection","2011","human"
1179," SAMN02801957","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-143",NA,NA,NA,NA,"urinary tract infection","2011","human"
1180," SAMN02801956","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-142",NA,NA,NA,NA,"urinary tract infection","2011","human"
1181," SAMN02801955","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-141",NA,NA,NA,NA,"urinary tract infection","2011","human"
1182," SAMN02801954","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-140",NA,NA,NA,NA,"urinary tract infection","2011","human"
1183," SAMN02801953","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-14",NA,NA,NA,NA,"urinary tract infection","2011","human"
1184," SAMN02801952","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-139",NA,NA,NA,NA,"urinary tract infection","2011","human"
1185," SAMN02801951","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-138",NA,NA,NA,NA,"urinary tract infection","2011","human"
1186," SAMN02801950","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-137",NA,NA,NA,NA,"urinary tract infection","2011","human"
1187," SAMN02801949","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-136",NA,NA,NA,NA,"urinary tract infection","2011","human"
1188," SAMN02801948","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-135",NA,NA,NA,NA,"urinary tract infection","2011","human"
1189," SAMN02801947","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-134",NA,NA,NA,NA,"urinary tract infection","2011","human"
1190," SAMN02801946","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-133",NA,NA,NA,NA,"urinary tract infection","2011","human"
1191," SAMN02801945","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-132",NA,NA,NA,NA,"urinary tract infection","2011","human"
1192," SAMN02801944","Escherichia coli","USA:WA","human","Homo sapiens patient with urinary tract infection",2020,"patient with urinary tract infection","Homo sapiens",NA,NA,NA,"University of Washington",NA,"upec-131",NA,NA,NA,NA,"urinary tract infection","2011","human"
